"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"gene 408","gene 408",0.673800096185553,0.614817025105513,0.108076390774334,0.0417228626916239
"gene 664","gene 664",0.581276002612707,1.20421584433046,0.108011226786809,0.041825267568914
"gene  60","gene  60",0.567045363432464,0.279701100957027,-0.088153308573107,0.0423818466965521
"gene 359","gene 359",0.547957268312269,0.35173150643757,-0.0880506263205008,0.0425453635261379
"gene 105","gene 105",0.539752122676017,0.383076607620891,-0.0877749020374619,0.042986967175955
"gene 398","gene 398",0.56770899312736,0.279701100957027,-0.0874896788782106,0.0434476738945201
"gene 691","gene 691",0.583985115521294,1.16342085453396,0.106780492825248,0.0437978653068678
"gene 795","gene 795",0.390028079136987,1.16543913989932,-0.0869905666009216,0.0442634489934062
"gene 819","gene 819",0.467870278186074,0.657293583944407,-0.0867389352142984,0.044679384992112
"gene 761","gene 761",0.733567680105837,0.383076607620891,0.106040655392358,0.0450193413506316
"gene  76","gene  76",0.488144558506877,0.582979846143503,-0.0862700105748874,0.0454628928780591
"gene 306","gene 306",0.349028643146218,1.5946074629925,-0.0857901401123242,0.0462760906814261
"gene  73","gene  73",0.508506527164307,0.508143934037917,-0.0855197275920306,0.0467394573073744
"gene 376","gene 376",0.42671326526304,0.879990113440741,-0.0850348444838678,0.0475796466398014
"gene 332","gene 332",0.647548168472271,0.00445103562468561,-0.0841917198694768,0.049069353736898
"gene 815","gene 815",0.449487504831919,0.757931778882259,-0.0836170435401586,0.0501059264471392
"gene 389","gene 389",0.604118296428295,0.950475067856432,0.103018354068415,0.0502966052272649
"gene 141","gene 141",0.444492308495937,0.785131421241046,-0.0834946867591631,0.0503288660161983
"gene 413","gene 413",0.4601548053274,0.706180344171974,-0.0833310159292595,0.0506283167963297
"gene 442","gene 442",0.832304956624756,0.00445103562468561,0.100565068283008,0.0549332832330294
"gene 504","gene 504",0.399718852847605,1.12617027947986,-0.080919422719952,0.0552070729794217
"gene 559","gene 559",0.397466871423416,1.15093260481481,-0.080882024217152,0.055280573165091
"gene 639","gene 639",0.385540580539046,1.26881173709264,-0.0807053884357426,0.0556287647917604
"gene 405","gene 405",0.591659671531344,1.02467318216435,0.099692817191914,0.0566609767063964
"gene 829","gene 829",0.415041091538632,1.00610770048217,-0.0790647719368874,0.0589460916851398
"gene 457","gene 457",0.515420677757752,0.508143934037917,-0.0786055769985852,0.059901858109891
"gene 525","gene 525",0.438514260394062,0.847171131583033,-0.0785864505515668,0.0599419295936358
"gene 817","gene 817",0.464969694506462,0.706180344171974,-0.0785161267501966,0.0600894442826895
"gene 769","gene 769",0.399156394866316,1.1613850321867,-0.0782353988302827,0.0606811468859597
"gene 520","gene 520",0.61481810651463,0.847171131583033,0.0977173955690014,0.0607319255212418
"gene 869","gene 869",0.415222536229088,1.01369671121664,-0.0780065452492875,0.0611668754222112
"gene 821","gene 821",0.402133589791771,1.13318319669448,-0.07784800295954,0.0615051501190776
"gene 939","gene 939",0.421015713477705,0.968888850602997,-0.0776041884463514,0.0620282154548718
"gene 993","gene 993",0.808370699195108,0.0762067710757798,0.0964917842985888,0.0633704456372123
"gene  11","gene  11",0.415122249228267,1.02467318216435,-0.0768446051111637,0.063680050260819
"gene 468","gene 468",0.77586263213316,0.190795222358842,0.0961753784836473,0.0640658978119002
"gene 558","gene 558",0.450057898325985,0.793661583646047,-0.0763691508678166,0.064731289485528
"gene 786","gene 786",0.529482851580472,0.463364653773145,-0.0763020273571834,0.0648807803476989
"gene 957","gene 957",0.447228863547086,0.810000881429686,-0.0762677318398455,0.0649572633262098
"gene 808","gene 808",0.467326615473254,0.706180344171974,-0.0761592057834054,0.0651997502065352
"gene 646","gene 646",0.600802626213099,0.920210730332335,0.0952669630327667,0.0660955648280424
"gene 264","gene 264",0.60899467745285,0.867323912403277,0.0952121829113529,0.0662195343422669
"gene 532","gene 532",0.441455643958284,0.847171131583033,-0.0756450669873449,0.0663580810970932
"gene  74","gene  74",0.372184715276909,1.46709266182229,-0.0743125076149571,0.0694344479099077
"gene  34","gene  34",0.457135684863354,0.767281887591477,-0.0741845189464732,0.0697356129006017
"gene 217","gene 217",0.427684330817561,0.945663734017259,-0.0741025589292742,0.0699289971959652
"gene 203","gene 203",0.496112431598784,0.59929241344176,-0.0738385067741255,0.0705548340136632
"gene  68","gene  68",0.554751158618021,1.31463262595184,0.0933092851604271,0.0706386101486105
"gene  29","gene  29",0.347225077667249,1.75492208302384,-0.0732395622188607,0.0719903577689293
"gene 290","gene 290",0.607459432873329,0.860766858928885,0.0926084233376711,0.0723221470292583
"gene 481","gene 481",0.52727520123727,1.59335640514662,0.0923438817217951,0.0729655340742729
"gene 568","gene 568",0.653911655470762,0.629620565493792,0.0921601641883113,0.0734149216844756
"gene  88","gene  88",0.489132846169153,0.629620565493792,-0.0726186451132975,0.0735020766231451
"gene 515","gene 515",0.7044179086158,0.438582963928918,0.091970949123969,0.073879966314838
"gene 894","gene 894",0.511490383930351,0.547674716092105,-0.0724289018019785,0.073968845542092
"gene 397","gene 397",0.439006985311743,0.886111538047373,-0.0717716732805643,0.0756031480336016
"gene 123","gene 123",0.568992198581891,1.15306054526449,0.0908378968145801,0.0767119609127506
"gene 972","gene 972",0.534481588469884,0.463364653773145,-0.0713032904677714,0.0767845442092609
"gene 394","gene 394",0.472298747058809,0.706180344171974,-0.0711870741978504,0.0770798371763198
"gene 637","gene 637",0.616206555051242,0.793661583646047,0.0897795058574405,0.079431214777408
"gene 343","gene 343",0.769316312578395,0.190795222358842,0.0896290589288828,0.0798235978713583
"gene  52","gene  52",0.601226384998623,0.879990113440741,0.0894782752517158,0.0802183284209262
"gene 322","gene 322",0.612784433411616,0.810000881429686,0.0892878380246848,0.080718972496959
"gene 404","gene 404",0.594545236588276,0.920210730332335,0.0890095734079435,0.0814547453731147
"gene 146","gene 146",0.708467277266659,0.411913123446328,0.0887847707014603,0.0820528417883357
"gene 576","gene 576",0.615157684143544,0.793661583646047,0.0887306349497422,0.0821973651779474
"gene 998","gene 998",0.566817344424542,0.35173150643757,-0.069190550208228,0.082288489121567
"gene 791","gene 791",0.610626298640643,0.190795222358842,-0.06906095500887,0.0826355306777456
"gene  46","gene  46",0.563764569167669,1.17719578722347,0.0878421059212263,0.084596901037159
"gene 963","gene 963",0.463250278744865,0.767281887591477,-0.0680699250649615,0.0853259035534169
"gene 780","gene 780",0.602233851311511,0.860766858928885,0.0873828417758529,0.0858575921441611
"gene 461","gene 461",0.473433950031028,0.717270010221067,-0.0677526502671134,0.0862009365597695
"gene 775","gene 775",0.686357326080862,0.486487843800437,0.0866996987143918,0.0877587741359191
"gene 126","gene 126",0.458178745361813,0.80194720476545,-0.0667529344350594,0.0890020112266158
"gene 959","gene 959",0.491350572347158,0.643762005628246,-0.0666944523089765,0.0891679440516698
"gene 820","gene 820",0.517649603741535,0.547674716092105,-0.0662696819907944,0.0903800696829938
"gene 480","gene 480",0.533568314267328,0.486487843800437,-0.0660893130991425,0.0908984557038137
"gene 726","gene 726",0.752164490681306,0.237785484795579,0.0855304642181342,0.0910853377438064
"gene 533","gene 533",0.394352551340869,1.32958275333634,-0.0655553854066351,0.0924459075414394
"gene  20","gene  20",0.573816066240462,1.05180909284208,0.0850237684642685,0.0925556268703289
"gene  19","gene  19",0.654890570024523,0.59929241344176,0.084939631651614,0.0928014585835873
"gene   4","gene   4",0.779586957020523,0.137503523749935,0.0849333503710469,0.0928198306367331
"gene 847","gene 847",0.441831782762395,0.909313250101302,-0.0653511205753643,0.0930430431863072
"gene 113","gene 113",0.496650812667395,0.629620565493792,-0.0651006786150557,0.0937790549155117
"gene  48","gene  48",0.73969840552968,0.279701100957027,0.0844997335241096,0.0940946221972595
"gene 913","gene 913",0.589880694999997,0.920210730332335,0.0843450318196646,0.0945525425721639
"gene 402","gene 402",0.580426501867891,0.317452308288252,-0.0647091058468471,0.0949384287156086
"gene 482","gene 482",0.547821950523395,0.438582963928918,-0.0646250089684361,0.0951887954724844
"gene 967","gene 967",0.720098945426621,0.35173150643757,0.0840910507938513,0.0953078911223239
"gene 291","gene 291",0.465302027790523,0.776343103253079,-0.0643142643769316,0.096118138011142
"gene 309","gene 309",0.548273833034938,0.438582963928918,-0.0641731264568927,0.0965424346934833
"gene 768","gene 768",0.629469771666597,0.694669791191879,0.0835525011520661,0.0969242369245486
"gene 220","gene 220",0.544020546505074,1.32173979443892,0.0833107568201735,0.0976562918009093
"gene 735","gene 735",0.417832086355631,1.11648843304155,-0.0637317857464051,0.0978780944723363
"gene  56","gene  56",0.631027231640036,0.137503523749935,-0.0636263750094405,0.0981991005792656
"gene 739","gene 739",0.553563192621688,1.22838038237233,0.0829255711118241,0.0988310815863646
"gene 545","gene 545",0.404692857818197,1.25296130725289,-0.0632570215331235,0.0993299734335987
"gene 311","gene 311",0.575057948971947,1.02106670623109,0.0826764361737156,0.0995964133553666
"gene 583","gene 583",0.450079285282356,0.873729554910392,-0.0626695282855741,0.101148307272149
"gene 743","gene 743",0.575281523036321,1.00993033346662,0.0816180962045247,0.10289587811197
"gene 425","gene 425",0.594265739777045,0.873729554910392,0.0815169262091149,0.103215394604515
"gene 930","gene 930",0.574032151037102,0.35173150643757,-0.0619757435956674,0.103326714621155
"gene 365","gene 365",0.604672843599634,0.237785484795579,-0.0619611828635374,0.103372795818871
"gene 853","gene 853",0.506282547585351,1.69844394401923,0.0807540860983347,0.105647825886649
"gene 354","gene 354",0.568705278854962,1.05815800383164,0.0806836666121835,0.105874441435797
"gene 412","gene 412",0.437011103382533,0.973297437396087,-0.061045143821546,0.106301900588359
"gene 740","gene 740",0.574991244714401,0.35173150643757,-0.0610166499183686,0.106393963580101
"gene  62","gene  62",0.421333505995728,1.10896253554671,-0.0609696964623496,0.106545794441314
"gene 680","gene 680",0.579677647181015,0.964404804979531,0.0804734980692857,0.106552869128005
"gene 129","gene 129",0.595165447250841,0.860766858928885,0.0803144377151834,0.107068401030213
"gene 814","gene 814",0.417233716901079,1.15516944700038,-0.0607276846853677,0.107330855980194
"gene 414","gene 414",0.57330606123761,1.01369671121664,0.0800769797592347,0.107841371734188
"gene 477","gene 477",0.461585703453668,0.817834290296441,-0.0605322299705869,0.107967928484736
"gene 714","gene 714",0.476630908966461,0.738293754438733,-0.0603101349498103,0.108695133114286
"gene  36","gene  36",0.597923157898155,0.840117614412476,0.0796367591462609,0.109284989973306
"gene 315","gene 315",0.658693768809446,0.565803078301991,0.079608482277024,0.10937819076539
"gene 566","gene 566",0.353378884474236,1.83483742607161,-0.0598129573640671,0.110335792481825
"gene 567","gene 567",0.475624125213223,0.748275385267589,-0.059351648272462,0.111873901650779
"gene   8","gene   8",0.594454386861541,0.854051658652557,0.0784980259956769,0.113083516003489
"gene 607","gene 607",0.480105598246599,0.727966185217491,-0.0589027460906782,0.113385305470948
"gene 709","gene 709",0.492557768633023,0.67026177696129,-0.0588869191338107,0.113438857576397
"gene 214","gene 214",0.511223913011678,0.59929241344176,-0.0587270253612312,0.113980886078605
"gene 531","gene 531",0.557377637064774,1.14222387826317,0.0782310530406247,0.113987543754441
"gene  64","gene  64",0.530648061123867,1.40343522694459,0.0780796601667589,0.11450247452789
"gene 796","gene 796",0.571305583529309,1.01369671121664,0.078076502050934,0.114513233791302
"gene 904","gene 904",0.516024198145731,0.582979846143503,-0.0583903709360328,0.115128147212038
"gene  91","gene  91",0.697539511333898,0.411913123446328,0.0778570047686993,0.115262794540754
"gene 200","gene 200",0.44802518433667,0.914816942436784,-0.0583225441674817,0.115360279613368
"gene 688","gene 688",0.42721939007973,1.08487337553281,-0.0576133575322157,0.117807359497312
"gene 971","gene 971",0.447141622551311,0.925498602148638,-0.0576040190900423,0.117839825379059
"gene 194","gene 194",0.4360729159837,1.00993033346662,-0.0575905108480964,0.117886799122728
"gene 110","gene 110",0.479383221051882,0.738293754438733,-0.0575578228643894,0.118000523574477
"gene 314","gene 314",0.593891022931455,0.847171131583033,0.0767903119858268,0.118955093534831
"gene 449","gene 449",0.527196354265868,0.547674716092105,-0.0567229314664611,0.120931524710574
"gene 382","gene 382",0.650607662381705,0.582979846143503,0.076193093299941,0.121058434614708
"gene 190","gene 190",0.543608617740442,0.486487843800437,-0.0560490096260282,0.123334502490067
"gene  85","gene  85",0.610395242206961,0.748275385267589,0.0754194687212766,0.123821766569993
"gene 651","gene 651",0.664237686799337,0.528493987166077,0.0753846335279588,0.123947225929435
"gene 283","gene 283",0.580196721123088,0.35173150643757,-0.0558111735096822,0.124190479216974
"gene  97","gene  97",0.518904258799606,0.582979846143503,-0.0555103102821577,0.125279233669452
"gene 596","gene 596",0.601365552339695,0.793661583646047,0.0749385031458937,0.125561838327184
"gene 792","gene 792",0.433779236163675,1.04857306483045,-0.0554004821111026,0.125678331861784
"gene  45","gene  45",0.553112813611245,1.15093260481481,0.0747639179706767,0.126197666359054
"gene 266","gene 266",0.506538509389564,1.62630793538935,0.0745631947475478,0.126931456684028
"gene 758","gene 758",0.553304543525228,1.14661830866349,0.074560915125142,0.126939807394036
"gene 574","gene 574",0.519458985534106,0.582979846143503,-0.0549555835476577,0.12730409319888
"gene 209","gene 209",0.65699466585075,0.0762067710757798,-0.0548842490457687,0.127566120570218
"gene 180","gene 180",0.491093970263007,0.694669791191879,-0.0548233002515238,0.127790295817995
"gene 250","gene 250",0.75374627267016,0.190795222358842,0.0740590190206479,0.128787669965404
"gene 243","gene 243",0.575131282621179,0.950475067856432,0.0740313402612994,0.128890116757378
"gene 773","gene 773",0.432200035768836,1.0703893278914,-0.0543112446134147,0.129684497555539
"gene 489","gene 489",0.589727992582637,0.854051658652557,0.0737716317167727,0.129854123976076
"gene 433","gene 433",0.434264467727387,1.05500374865958,-0.0541419037259275,0.130315182657163
"gene 284","gene 284",0.520532097368114,0.582979846143503,-0.05388247171365,0.131285508600318
"gene  17","gene  17",0.411328626598114,1.27999396079951,-0.0537284470507868,0.131863945328352
"gene 215","gene 215",0.550127055393186,1.16342085453396,0.0729224326971399,0.133041046709968
"gene 524","gene 524",0.535540432491615,0.528493987166077,-0.0533126207797627,0.133434344246876
"gene 429","gene 429",0.708763085825276,0.35173150643757,0.0727551911925064,0.133674972400607
"gene 753","gene 753",0.666754768714806,0.508143934037917,0.0727285139584685,0.133776283680554
"gene 519","gene 519",0.565937011933997,1.01369671121664,0.0727079304556217,0.133854489057106
"gene  38","gene  38",0.451803260144029,0.925498602148638,-0.0529423814973236,0.134843365987253
"gene 784","gene 784",0.46311033075555,0.854051658652557,-0.052846030110314,0.135211718855305
"gene 432","gene 432",0.517140419169154,0.59929241344176,-0.0528105192037557,0.135347651429404
"gene 600","gene 600",0.6591758369712,0.0762067710757798,-0.052703077925319,0.135759497325164
"gene 172","gene 172",0.531258520569041,0.547674716092105,-0.0526607651632883,0.135921926716309
"gene 233","gene 233",0.403227450608477,1.36977346617858,-0.0526415633550288,0.135995682112847
"gene 168","gene 168",0.766733504601207,0.137503523749935,0.0720798979517311,0.136255762560838
"gene 507","gene 507",0.49870816916782,1.68509267178263,0.0719865901634762,0.136615023014614
"gene 805","gene 805",0.540785092793935,1.24459054217245,0.0719262594802795,0.136847657119139
"gene 924","gene 924",0.425423995478705,1.1572596249979,-0.0523460902097745,0.137134068788522
"gene 965","gene 965",0.376239686323071,1.6717479448526,-0.0516737349223034,0.139748697317781
"gene 498","gene 498",0.471923463419209,0.810000881429686,-0.0515731319677226,0.140142813787127
"gene 115","gene 115",0.404963096446196,1.36331489042073,-0.0515475065155471,0.140243323158267
"gene 861","gene 861",0.43143138319205,1.10381184119781,-0.051389971734224,0.140862289143896
"gene 996","gene 996",0.676505406348841,0.463364653773145,0.0707205274111857,0.141553755020064
"gene 224","gene 224",0.546386492619806,1.17909879192618,0.0706430695650377,0.141859785033356
"gene 831","gene 831",0.53398882992272,1.2951989984563,0.0705314655446881,0.142301511237418
"gene 165","gene 165",0.494446508700282,1.71438083286693,0.0703432624762657,0.143048520671297
"gene  65","gene  65",0.4581852565834,0.897959071636251,-0.0507419528197383,0.143427876199117
"gene  98","gene  98",0.450726549402475,0.950475067856432,-0.0503733929574045,0.144901039187167
"gene 565","gene 565",0.504313612030001,0.657293583944407,-0.0502956013703718,0.145213275780963
"gene 918","gene 918",0.72498458363462,0.279701100957027,0.069785911629049,0.14527625827475
"gene 538","gene 538",0.724833560296898,0.279701100957027,0.0696348882913274,0.145883898191662
"gene 474","gene 474",0.612740023358387,0.706180344171974,0.0692542021017275,0.147423152459283
"gene 934","gene 934",0.487199008543772,0.738293754438733,-0.0497420353724997,0.147448223679479
"gene 327","gene 327",0.714006456768306,0.317452308288252,0.0688708490535681,0.148984148930361
"gene 486","gene 486",0.578247648209864,0.383076607620891,-0.0492793765036149,0.149333737362437
"gene 995","gene 995",0.44795035842396,0.981897404186249,-0.0490335733694272,0.150341999800181
"gene 824","gene 824",0.520933836085825,0.59929241344176,-0.0490171022870841,0.150409724490719
"gene 625","gene 625",0.596470662064436,0.785131421241046,0.0684836668093362,0.15057190692407
"gene 950","gene 950",0.545806893963988,1.1613850321867,0.0684151002673899,0.150854255132298
"gene 581","gene 581",0.452314693136883,0.950475067856432,-0.0487852492229964,0.151365199014848
"gene  26","gene  26",0.414082840204847,1.30513463155643,-0.048339394731188,0.153213902059448
"gene 543","gene 543",0.424138045211587,1.21255934373399,-0.0482456167831743,0.153604642002629
"gene   9","gene   9",0.565761098498181,0.973297437396087,0.0677048512941016,0.153799694835046
"gene 797","gene 797",0.476892676455655,0.80194720476545,-0.0480390033412172,0.154467854484387
"gene 494","gene 494",0.545389730477233,1.15516944700038,0.0674283288907865,0.154956674698773
"gene 410","gene 410",0.530278235900039,1.29967126899856,0.067287787986671,0.155546900447039
"gene 153","gene 153",0.564663554759367,0.977632883325488,0.0671520982989205,0.156118157997933
"gene 455","gene 455",0.493659765998406,1.68583759604489,0.0670047282401353,0.156740154370806
"gene 550","gene 550",0.612877891890514,0.694669791191879,0.0669606213759827,0.15692663036824
"gene 478","gene 478",0.441874350126645,1.04857306483045,-0.0473053681481327,0.157558778491659
"gene 644","gene 644",0.554712080736284,1.05815800383164,0.066690468493505,0.158071972393043
"gene 876","gene 876",0.482461715278525,0.776343103253079,-0.0471545768889293,0.158199087269306
"gene 269","gene 269",0.711736153510177,0.317452308288252,0.0666005457954387,0.15845442347582
"gene 462","gene 462",0.48101388277369,0.785131421241046,-0.04697311248141,0.158971905176888
"gene 444","gene 444",0.507691978755222,0.657293583944407,-0.0469172346451504,0.159210374200754
"gene 238","gene 238",0.432231443788582,1.14222387826317,-0.0469151402355675,0.159219317035005
"gene 877","gene 877",0.732879109075386,0.237785484795579,0.0662450826122148,0.159972184223657
"gene 324","gene 324",0.721212648180931,0.279701100957027,0.0660139761753606,0.160964048472402
"gene 134","gene 134",0.427487342539359,1.1973147467828,-0.0464816368229197,0.161077396651157
"gene 979","gene 979",0.54169273071185,1.17909879192618,0.0659493076570819,0.161242310498853
"gene 623","gene 623",0.388532087273156,1.59335640514662,-0.0463992322423188,0.16143219278347
"gene 620","gene 620",0.505158828763102,0.67026177696129,-0.0462858590037314,0.161921157913264
"gene 428","gene 428",0.649592483158967,0.547674716092105,0.065673197426638,0.16243391256252
"gene 370","gene 370",0.545433768725462,1.13547577715954,0.0656649407337798,0.162469633796717
"gene 628","gene 628",0.609057653117055,0.279701100957027,-0.0461410188885156,0.162547238115915
"gene 561","gene 561",0.498328708905085,1.61840165505707,0.0656458223829266,0.162552365842956
"gene 960","gene 960",0.489001442875245,0.748275385267589,-0.0459743306104392,0.163269705121837
"gene 490","gene 490",0.535885848407612,1.2268471216,0.0650788134246032,0.165018477498867
"gene 955","gene 955",0.470387201414202,0.854051658652557,-0.0455691594516615,0.165034499297231
"gene 611","gene 611",0.482432783274678,0.785131421241046,-0.0455542119804216,0.165099840988855
"gene 846","gene 846",0.452035882899193,0.977632883325488,-0.0454755735612534,0.165443878416715
"gene 878","gene 878",0.731540330380074,0.237785484795579,0.064906303916902,0.165773560340711
"gene 540","gene 540",0.759540812048527,0.137503523749935,0.0648872053990501,0.165857292638327
"gene 750","gene 750",0.609964037512735,0.279701100957027,-0.045234634492836,0.16650085456369
"gene 977","gene 977",0.719928988167261,0.279701100957027,0.0647303161616909,0.166546165605495
"gene 627","gene 627",0.578386870299877,0.867323912403277,0.0646043757583796,0.167100482060173
"gene 658","gene 658",0.496107326470143,0.717270010221067,-0.0450792738279979,0.16718471315755
"gene 469","gene 469",0.538875422285623,0.547674716092105,-0.0450438634467062,0.167340833781895
"gene 253","gene 253",0.432292214625372,1.16342085453396,-0.0449124080706738,0.167921228132034
"gene 935","gene 935",0.506646658322949,0.67026177696129,-0.0447980294438844,0.168427279111248
"gene 940","gene 940",0.424061638584572,1.24881521402288,-0.0443376524769836,0.170474052705849
"gene 483","gene 483",0.446837666597832,1.03173583546934,-0.0443149142275325,0.170575554971559
"gene 883","gene 883",0.54760667678925,1.09317055227964,0.0636777561078283,0.171215440683065
"gene  30","gene  30",0.730220590374421,0.237785484795579,0.0635865639112495,0.171623882722995
"gene 794","gene 794",0.54148783999245,1.15516944700038,0.0635264384060034,0.171893519948953
"gene 155","gene 155",0.56485187420897,0.945663734017259,0.0630649844621349,0.173971941089373
"gene 495","gene 495",0.742693501499357,0.190795222358842,0.0630062478498448,0.174237636643053
"gene 899","gene 899",0.559602683872482,0.981897404186249,0.062618752079094,0.17599693376591
"gene 426","gene 426",0.742246728325953,0.190795222358842,0.0625594746764405,0.176267051847459
"gene 681","gene 681",0.554836989771059,1.02106670623109,0.0624554769728281,0.176741587033475
"gene 884","gene 884",0.423303805452105,1.26881173709264,-0.042942163522683,0.176775041828716
"gene 139","gene 139",0.561638298667833,0.964404804979531,0.0624341495561033,0.176839002442414
"gene 845","gene 845",0.483593952132506,0.793661583646047,-0.0428330970612962,0.177273631824738
"gene 669","gene 669",0.430608170012501,1.20250995351122,-0.0428326185641379,0.177275821197078
"gene 298","gene 298",0.651833221644234,0.137503523749935,-0.0428203850052425,0.177331801864316
"gene 818","gene 818",0.597135238585082,0.748275385267589,0.0621594650993978,0.178096687053601
"gene 152","gene 152",0.61070480895627,0.682708102873796,0.0621558533538005,0.178113261451682
"gene 420","gene 420",0.47451829762953,0.847171131583033,-0.042582413316099,0.17842297809652
"gene 945","gene 945",0.544373682758652,1.10896253554671,0.0620704803005743,0.178505323810617
"gene 915","gene 915",0.555927866993599,1.00610770048217,0.0618220035180793,0.179649504883155
"gene 296","gene 296",0.442050647762533,1.09043598937032,-0.0421719585421399,0.180314960070465
"gene 272","gene 272",0.498126373029789,1.5748745561666,0.0615292578456357,0.181003433400251
"gene 966","gene 966",0.459901134511972,0.945663734017259,-0.0418857552348637,0.181641629037324
"gene 245","gene 245",0.507752402717545,1.46709266182229,0.0612551798256785,0.182276804332589
"gene 463","gene 463",0.482044930472984,0.810000881429686,-0.0414516649139477,0.183665438200756
"gene 595","gene 595",0.520771781177764,1.32958275333634,0.0608638444302597,0.184104631123179
"gene 117","gene 117",0.666362110975131,0.463364653773145,0.060577232037476,0.185450535824801
"gene 793","gene 793",0.559732675468685,0.964404804979531,0.0605285263569552,0.18567985872898
"gene  31","gene  31",0.46234050551278,0.935771529840587,-0.0408872870835451,0.186317588531901
"gene 803","gene 803",0.548121406284981,0.528493987166077,-0.0407316469863969,0.187053133202124
"gene 326","gene 326",0.469111033973147,0.892099430730697,-0.0407278223495842,0.187071230762818
"gene 248","gene 248",0.522666019247626,1.30405296155272,0.0601314745104486,0.187555870730182
"gene 683","gene 683",0.611353402190878,0.67026177696129,0.0599087144240442,0.188613489969535
"gene 841","gene 841",0.687325760685226,0.383076607620891,0.0597987359717467,0.189136998173885
"gene 961","gene 961",0.41353779136496,1.39446842951767,-0.0399025907055781,0.191001390867293
"gene 812","gene 812",0.422732819276104,1.30405296155272,-0.0398017254610735,0.191485210126766
"gene 745","gene 745",0.545045990490366,1.07628556032768,0.0592347375620952,0.191835721842205
"gene 310","gene 310",0.532457724137333,1.20421584433046,0.0591929483114356,0.192036616493528
"gene 800","gene 800",0.459049699146445,0.968888850602997,-0.0395702027776124,0.192598589015676
"gene 608","gene 608",0.573114113162511,0.438582963928918,-0.0393328463293195,0.193744120342094
"gene 316","gene 316",0.642714965442266,0.547674716092105,0.058795679709937,0.193952840128567
"gene 496","gene 496",0.560560967767051,0.486487843800437,-0.039096659599419,0.194888120033943
"gene 936","gene 936",0.738246567563864,0.190795222358842,0.0585593139143518,0.195098458497506
"gene  53","gene  53",0.58869936597994,0.383076607620891,-0.0388276587335392,0.196196050848765
"gene 312","gene 312",0.574142219798304,0.854051658652557,0.0581858589324399,0.1969168830512
"gene 103","gene 103",0.574737841176316,0.847171131583033,0.0576371302306877,0.199607289291944
"gene   3","gene   3",0.386759838487739,1.70560967999912,-0.0381281273181215,0.199622130885752
"gene 776","gene 776",0.519946467219264,0.643762005628246,-0.03809855743687,0.199767743332351
"gene 401","gene 401",0.533887905341354,1.17334240619278,0.0576029048519167,0.19977582532027
"gene  75","gene  75",0.684810881389455,0.383076607620891,0.0572838566759761,0.201351028721647
"gene  83","gene  83",0.456858389759819,1.00222723436623,-0.0376988668663212,0.201742221767309
"gene  14","gene  14",0.551753782312407,1.00222723436623,0.0571965256862662,0.201783493301496
"gene 557","gene 557",0.577942798225097,0.825458273904466,0.0571506582674977,0.202010852168128
"gene  37","gene  37",0.694132124750319,0.00445103562468561,-0.0376077635914283,0.202193903750998
"gene  77","gene  77",0.768978388387568,0.0762067710757798,0.0570994734910495,0.202264749423228
"gene 375","gene 375",0.617712101483551,0.279701100957027,-0.0374865705220196,0.202795705120157
"gene 107","gene 107",0.546605772594483,1.04197283234808,0.0566452928714863,0.204526019581153
"gene 604","gene 604",0.476643466250955,0.867323912403277,-0.0371390282905426,0.204527399865937
"gene 145","gene 145",0.555163269533025,0.968888850602997,0.0565433676089681,0.205035543370408
"gene 882","gene 882",0.657703860763531,0.137503523749935,-0.036949745885945,0.205474225151698
"gene 422","gene 422",0.564478810833772,0.90369544285769,0.0564364856745917,0.20557065513648
"gene 509","gene 509",0.461126751221679,0.973297437396087,-0.0369294959823996,0.205575672770389
"gene  79","gene  79",0.443064535838611,1.13318319669448,-0.0369170569127008,0.205638004548059
"gene 179","gene 179",0.39022356820834,1.68131880724188,-0.0368350925082044,0.206049005959654
"gene 199","gene 199",0.509257323171527,0.694669791191879,-0.0366599473430043,0.20692888289822
"gene 356","gene 356",0.599386041960478,0.35173150643757,-0.0366218526722918,0.207120553136006
"gene 748","gene 748",0.457989431016687,1.00222723436623,-0.0365678256094534,0.207392565927194
"gene 733","gene 733",0.534602359778955,1.14661830866349,0.0558587313788683,0.208477544631154
"gene 571","gene 571",0.45246361826921,1.05180909284208,-0.0363286795069829,0.208599140787988
"gene 554","gene 554",0.475934283457491,1.75823861170854,0.0557684197385414,0.20893411559008
"gene 373","gene 373",0.478595967110303,0.860766858928885,-0.036255042425355,0.208971497012328
"gene 863","gene 863",0.477530775204146,0.867323912403277,-0.0362517193373511,0.208988309899898
"gene 438","gene 438",0.526199864192041,1.22990329266647,0.0557305125074229,0.209125931156747
"gene 372","gene 372",0.458420188269255,1.00222723436623,-0.0361370683568851,0.209568864786728
"gene 144","gene 144",0.617307363175571,0.629620565493792,0.0555558718931202,0.210010973868829
"gene 116","gene 116",0.391486389847141,1.68344237225155,-0.0353825984403178,0.213412847145184
"gene 551","gene 551",0.564503511429934,0.486487843800437,-0.0351541159365363,0.214585010754358
"gene 493","gene 493",0.477629316557875,0.873729554910392,-0.0351194970100551,0.214762939071405
"gene 423","gene 423",0.504175117698804,0.727966185217491,-0.0348332266384727,0.21623754333985
"gene 142","gene 142",0.748950767439384,0.137503523749935,0.0542971607899077,0.216454660602053
